sep=,
"Time","restworkerjava-56c6fcc879-4bfz7 / worker / PKG","restworkerjava-56c6fcc879-59l9c / worker / PKG","restworkerjava-56c6fcc879-5br2p / worker / PKG","restworkerjava-56c6fcc879-5mxxw / worker / PKG","restworkerjava-56c6fcc879-68sp5 / worker / PKG","restworkerjava-56c6fcc879-6q7jv / worker / PKG","restworkerjava-56c6fcc879-7dmm2 / worker / PKG","restworkerjava-56c6fcc879-7j585 / worker / PKG","restworkerjava-56c6fcc879-7xx4z / worker / PKG","restworkerjava-56c6fcc879-8g8lt / worker / PKG","restworkerjava-56c6fcc879-9njqv / worker / PKG","restworkerjava-56c6fcc879-b4wg8 / worker / PKG","restworkerjava-56c6fcc879-bsdct / worker / PKG","restworkerjava-56c6fcc879-bzwhz / worker / PKG","restworkerjava-56c6fcc879-hs4pn / worker / PKG","restworkerjava-56c6fcc879-jdhfc / worker / PKG","restworkerjava-56c6fcc879-jptv2 / worker / PKG","restworkerjava-56c6fcc879-klg2j / worker / PKG","restworkerjava-56c6fcc879-ldjmr / worker / PKG","restworkerjava-56c6fcc879-n8db9 / worker / PKG","restworkerjava-56c6fcc879-p4x9m / worker / PKG","restworkerjava-56c6fcc879-ptmv5 / worker / PKG","restworkerjava-56c6fcc879-qjdwz / worker / PKG","restworkerjava-56c6fcc879-qqb25 / worker / PKG","restworkerjava-56c6fcc879-rkpct / worker / PKG","restworkerjava-56c6fcc879-rt69j / worker / PKG","restworkerjava-56c6fcc879-stxpk / worker / PKG","restworkerjava-56c6fcc879-ttns8 / worker / PKG","restworkerjava-56c6fcc879-xpccb / worker / PKG","restworkerjava-56c6fcc879-xxsjq / worker / PKG","restworkerjava-56c6fcc879-zc2k2 / worker / PKG","restworkerjava-56c6fcc879-4bfz7 / worker / DRAM","restworkerjava-56c6fcc879-59l9c / worker / DRAM","restworkerjava-56c6fcc879-5br2p / worker / DRAM","restworkerjava-56c6fcc879-5mxxw / worker / DRAM","restworkerjava-56c6fcc879-68sp5 / worker / DRAM","restworkerjava-56c6fcc879-6q7jv / worker / DRAM","restworkerjava-56c6fcc879-7dmm2 / worker / DRAM","restworkerjava-56c6fcc879-7j585 / worker / DRAM","restworkerjava-56c6fcc879-7xx4z / worker / DRAM","restworkerjava-56c6fcc879-8g8lt / worker / DRAM","restworkerjava-56c6fcc879-9njqv / worker / DRAM","restworkerjava-56c6fcc879-b4wg8 / worker / DRAM","restworkerjava-56c6fcc879-bsdct / worker / DRAM","restworkerjava-56c6fcc879-bzwhz / worker / DRAM","restworkerjava-56c6fcc879-hs4pn / worker / DRAM","restworkerjava-56c6fcc879-jdhfc / worker / DRAM","restworkerjava-56c6fcc879-jptv2 / worker / DRAM","restworkerjava-56c6fcc879-klg2j / worker / DRAM","restworkerjava-56c6fcc879-ldjmr / worker / DRAM","restworkerjava-56c6fcc879-n8db9 / worker / DRAM","restworkerjava-56c6fcc879-p4x9m / worker / DRAM","restworkerjava-56c6fcc879-ptmv5 / worker / DRAM","restworkerjava-56c6fcc879-qjdwz / worker / DRAM","restworkerjava-56c6fcc879-qqb25 / worker / DRAM","restworkerjava-56c6fcc879-rkpct / worker / DRAM","restworkerjava-56c6fcc879-rt69j / worker / DRAM","restworkerjava-56c6fcc879-stxpk / worker / DRAM","restworkerjava-56c6fcc879-ttns8 / worker / DRAM","restworkerjava-56c6fcc879-xpccb / worker / DRAM","restworkerjava-56c6fcc879-xxsjq / worker / DRAM","restworkerjava-56c6fcc879-zc2k2 / worker / DRAM","restworkerjava-56c6fcc879-4bfz7 / worker / OTHER","restworkerjava-56c6fcc879-59l9c / worker / OTHER","restworkerjava-56c6fcc879-5br2p / worker / OTHER","restworkerjava-56c6fcc879-5mxxw / worker / OTHER","restworkerjava-56c6fcc879-68sp5 / worker / OTHER","restworkerjava-56c6fcc879-6q7jv / worker / OTHER","restworkerjava-56c6fcc879-7dmm2 / worker / OTHER","restworkerjava-56c6fcc879-7j585 / worker / OTHER","restworkerjava-56c6fcc879-7xx4z / worker / OTHER","restworkerjava-56c6fcc879-8g8lt / worker / OTHER","restworkerjava-56c6fcc879-9njqv / worker / OTHER","restworkerjava-56c6fcc879-b4wg8 / worker / OTHER","restworkerjava-56c6fcc879-bsdct / worker / OTHER","restworkerjava-56c6fcc879-bzwhz / worker / OTHER","restworkerjava-56c6fcc879-hs4pn / worker / OTHER","restworkerjava-56c6fcc879-jdhfc / worker / OTHER","restworkerjava-56c6fcc879-jptv2 / worker / OTHER","restworkerjava-56c6fcc879-klg2j / worker / OTHER","restworkerjava-56c6fcc879-ldjmr / worker / OTHER","restworkerjava-56c6fcc879-n8db9 / worker / OTHER","restworkerjava-56c6fcc879-p4x9m / worker / OTHER","restworkerjava-56c6fcc879-ptmv5 / worker / OTHER","restworkerjava-56c6fcc879-qjdwz / worker / OTHER","restworkerjava-56c6fcc879-qqb25 / worker / OTHER","restworkerjava-56c6fcc879-rkpct / worker / OTHER","restworkerjava-56c6fcc879-rt69j / worker / OTHER","restworkerjava-56c6fcc879-stxpk / worker / OTHER","restworkerjava-56c6fcc879-ttns8 / worker / OTHER","restworkerjava-56c6fcc879-xpccb / worker / OTHER","restworkerjava-56c6fcc879-xxsjq / worker / OTHER","restworkerjava-56c6fcc879-zc2k2 / worker / OTHER"
2024-02-07 19:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:32:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:32:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:32:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:32:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:32:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:34:40,,,,,,,,,,,,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:34:50,,,,,,,,,,,,,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:35:00,,,,,,,,,,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:35:10,,,,,,,,,,,,,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:35:20,,,,,,,,,,,,,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:35:30,,,,,,,,,,,,,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:35:40,,,,,,,,,,,,,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:35:50,,,,,,,,,,,,,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:36:00,,,,,,,,,,,,,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2024-02-07 19:37:40,,,,,,,,,,,,,,,,,,,,,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:37:50,,,,,,,,,,,,,,,,,,,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:38:00,,,,,,,,,,,,,,,,,,,,,0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:38:10,,,,,,,,,,,,,,,,,,,,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:38:20,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:38:30,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:38:40,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:38:50,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:39:00,,,,,,,,,,,,,,,,,,,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2024-02-07 19:40:40,,,,,,,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:40:50,,,,,,,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:41:00,,,,,,,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:41:10,,,,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:41:20,,,,,,,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:41:30,,,,,,,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:41:40,,,,,,,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:41:50,,,,,,,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:42:00,,,,,,,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:43:40,,,,,,,,,,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:43:50,,,,,,,,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:44:00,,,,,,,,,,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:44:10,,,,,,,,,,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:44:20,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:44:30,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:44:40,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:44:50,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:45:00,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:46:40,,,,,,,,,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:46:50,,,,,,,,,,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:47:00,,,,,,,,,,,0.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:47:10,,,,,,,,,,,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:47:20,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:47:30,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:47:40,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:47:50,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:48:00,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:49:40,,0.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:49:50,,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:50:00,,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:50:10,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:50:20,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:50:30,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:50:40,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:50:50,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:51:00,,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:52:40,,,,,,,,,,,,,,,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:52:50,,,,,,,,,,,,,,,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:53:00,,,,,,,,,,,,,,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:53:10,,,,,,,,,,,,,,,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:53:20,,,,,,,,,,,,,,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:53:30,,,,,,,,,,,,,,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:53:40,,,,,,,,,,,,,,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:53:50,,,,,,,,,,,,,,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:54:00,,,,,,,,,,,,,,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2024-02-07 19:55:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:55:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:56:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:56:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:56:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:56:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:56:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2024-02-07 19:58:40,,,,,,,,,,,,,,,,,,,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 19:58:50,,,,,,,,,,,,,,,,,,,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 19:59:00,,,,,,,,,,,,,,,,,,,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 19:59:10,,,,,,,,,,,,,,,,,,,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 19:59:20,,,,,,,,,,,,,,,,,,,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 19:59:30,,,,,,,,,,,,,,,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 19:59:40,,,,,,,,,,,,,,,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 19:59:50,,,,,,,,,,,,,,,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 20:00:00,,,,,,,,,,,,,,,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 20:00:10,,,,,,,,,,,,,,,,,,,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
2024-02-07 20:01:50,,,,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:02:00,,,,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:02:10,,,,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:02:20,,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:02:30,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:02:40,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:02:50,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:03:00,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:03:10,,,,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:04:50,,,0.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
